prompt,answer,rouge1,rouge2,rougeL
" Hung summarises his life by concluding that , "" He appeared to be a filial son , an affectionate father , a generous brother , a faithful husband , a loyal friend , a dutiful official , and a patriotic subject . "" 
"," Hung summarises his life by concluding that, "" He appeared to be a filial son, an affectionate father, a generous brother, a faithful husband, a loyal friend, a dutiful official, and a patriotic subject. "" ""  ""    "" ""I am the son of a father and a brother and a husband""",0.8354430379746834,0.8311688311688311,0.8354430379746834
" Below is an example of one of Du Fu 's later works , To My Retired Friend Wei ( Chinese : 贈衛八處士 ) . Like many other poems in the Tang it featured the theme of a long parting between friends , which was often due to officials being frequently transferred to the provinces : 
",Du Fu was a Tang poet. His poems often featured the theme of a long parting between friends. Many of his poems were written during the reign of Emperor Tang. Du Fu died in Beijing in 1903. He is survived by his wife and three children. For more information on Du Fu visit his website.,0.4117647058823529,0.18,0.25490196078431376
,CNN.com will feature iReporter photos in a weekly Travel Snapshots gallery. Please submit your best shots of the U.S. for next week. Visit CNN.com/Travel next Friday for a new gallery of snapshots from around the world. Please share your best photos of the world with CNN iReport.,0.0,0.0,0.0
" = = Works = = 
", = = Works = = =    =  = = Work in progress. = = Working in progress:   Work in Progress:  = Works in progress;   Works to be completed by end of the month.   Working in Progress will be published in the next few weeks.,0.05882352941176471,0.0,0.05882352941176471
,CNN.com will feature iReporter photos in a weekly Travel Snapshots gallery. Please submit your best shots of the U.S. for next week. Visit CNN.com/Travel next Friday for a new gallery of snapshots from around the world. Please share your best photos of the world with CNN iReport.,0.0,0.0,0.0
" Criticism of Du Fu 's works has focused on his strong sense of history , his moral engagement , and his technical excellence . 
","Criticism of Du Fu's works has focused on his strong sense of history, his moral engagement, and his technical excellence. Criticism of his works focuses on hisStrong sense of. history and moral engagement. His moral engagement and technical excellence.  His technical excellence and his sense of the history of art.",0.5833333333333334,0.5714285714285715,0.5833333333333334
,CNN.com will feature iReporter photos in a weekly Travel Snapshots gallery. Please submit your best shots of the U.S. for next week. Visit CNN.com/Travel next Friday for a new gallery of snapshots from around the world. Please share your best photos of the world with CNN iReport.,0.0,0.0,0.0
" = = = History = = = 
"," = = = History. = =    History.   The history of the U.S. military.  The origins of the United States Army. The United States was founded in 17th century Europe. The Army was based in Washington, D.C. and was known as the Continental Army.",0.04878048780487806,0.0,0.04878048780487806
,CNN.com will feature iReporter photos in a weekly Travel Snapshots gallery. Please submit your best shots of the U.S. for next week. Visit CNN.com/Travel next Friday for a new gallery of snapshots from around the world. Please share your best photos of the world with CNN iReport.,0.0,0.0,0.0
" Since the Song dynasty , critics have called Du Fu the "" poet historian "" ( 詩史 shī shǐ ) . The most directly historical of his poems are those commenting on military tactics or the successes and failures of the government , or the poems of advice which he wrote to the emperor . Indirectly , he wrote about the effect of the times in which he lived on himself , and on the ordinary people of China . As Watson notes , this is information "" of a kind seldom found in the officially compiled histories of the era "" . 
","Critics have called Du Fu the "" poet historian "" since the Song dynasty. The most directly historical of his poems are those commenting on military tactics or the successes and failures of the government. Indirectly he wrote about the effect of the times in which he lived on himself and on the ordinary people of China.",0.7746478873239436,0.7285714285714286,0.7183098591549294
" Du Fu 's political comments are based on emotion rather than calculation : his prescriptions have been paraphrased as , "" Let us all be less selfish , let us all do what we are supposed to do "" . Since his views were impossible to disagree with , his forcefully expressed truisms enabled his installation as the central figure of Chinese poetic history . 
","Du Fu's political comments are based on emotion rather than calculation. Since his views were impossible to disagree with, his forcefully expressed truisms enabled his installation as the central figure of Chinese poetic history. His prescriptions have been paraphrased as, "" Let us all be less selfish, let us all do what we are supposed to do """,1.0,0.9642857142857143,0.6140350877192983
,CNN.com will feature iReporter photos in a weekly Travel Snapshots gallery. Please submit your best shots of the U.S. for next week. Visit CNN.com/Travel next Friday for a new gallery of snapshots from around the world. Please share your best photos of the world with CNN iReport.,0.0,0.0,0.0
" = = = Moral engagement = = = 
"," = = = Moral engagement = =   =  = ==        ""Moral engagement"" is a way of saying that a person's actions affect others' lives. It is also a way to say that one's actions have an impact on others' life.",0.1111111111111111,0.05882352941176471,0.1111111111111111
,CNN.com will feature iReporter photos in a weekly Travel Snapshots gallery. Please submit your best shots of the U.S. for next week. Visit CNN.com/Travel next Friday for a new gallery of snapshots from around the world. Please share your best photos of the world with CNN iReport.,0.0,0.0,0.0
" A second favourite epithet of Chinese critics is that of "" poet sage "" ( 詩聖 shī shèng ) , a counterpart to the philosophical sage , Confucius . One of the earliest surviving works , The Song of the Wagons ( from around 750 ) , gives voice to the sufferings of a conscript soldier in the imperial army and a clear @-@ sighted consciousness of suffering . These concerns are continuously articulated in poems on the lives of both soldiers and civilians produced by Du Fu throughout his life . 
","One of the earliest surviving works, The Song of the Wagons ( from around 750 ) gives voice to the sufferings of a conscript soldier in the imperial army. A second favourite epithet of Chinese critics is that of "" poet sage "" ( 詩聖 shī shèng ), a counterpart to the philosophical sage, Confucius.",0.7716535433070866,0.7519999999999999,0.4724409448818898
" Although Du Fu 's frequent references to his own difficulties can give the impression of an all @-@ consuming solipsism , Hawkes argues that his "" famous compassion in fact includes himself , viewed quite objectively and almost as an afterthought "" . He therefore "" lends grandeur "" to the wider picture by comparing it to "" his own slightly comical triviality "" . 
","Hawkes argues that Du Fu's famous compassion in fact includes himself. He therefore "" lends grandeur "" to the wider picture by comparing it to "" his own slightly comical triviality "" Du Fu's frequent references to his own difficulties can give the impression of an all @-@ consuming solipsism.",0.8712871287128713,0.8080808080808081,0.5148514851485149
" Du Fu 's compassion , for himself and for others , was part of his general broadening of the scope of poetry : he devoted many works to topics which had previously been considered unsuitable for poetic treatment . Zhang Jie wrote that for Du Fu , "" everything in this world is poetry "" , Du wrote extensively on subjects such as domestic life , calligraphy , paintings , animals , and other poems . 
","Du Fu's compassion was part of his general broadening of the scope of poetry. He devoted many works to topics which had previously been considered unsuitable for poetic treatment. Du wrote extensively on subjects such as domestic life, calligraphy, paintings, animals and other poems. Zhang Jie wrote that for Du Fu, "" everything in this world is poetry """,0.9586776859504132,0.9075630252100839,0.7438016528925621
,CNN.com will feature iReporter photos in a weekly Travel Snapshots gallery. Please submit your best shots of the U.S. for next week. Visit CNN.com/Travel next Friday for a new gallery of snapshots from around the world. Please share your best photos of the world with CNN iReport.,0.0,0.0,0.0
" = = = Technical excellence = = = 
"," = = = Technical excellence. = =   Technical excellence is the highest form of technical excellence. The award is given to those who achieve the highest levels of Technical Excellence in a given area of work. For more information on Technical Excellence, visit www.technicalexcellence.org.",0.09302325581395349,0.04878048780487806,0.09302325581395349
,CNN.com will feature iReporter photos in a weekly Travel Snapshots gallery. Please submit your best shots of the U.S. for next week. Visit CNN.com/Travel next Friday for a new gallery of snapshots from around the world. Please share your best photos of the world with CNN iReport.,0.0,0.0,0.0
" Du Fu 's work is notable above all for its range . Chinese critics traditionally used the term 集大成 ( jídàchéng- "" complete symphony "" ) , a reference to Mencius ' description of Confucius . Yuan Zhen was the first to note the breadth of Du Fu 's achievement , writing in 813 that his predecessor , "" united in his work traits which previous men had displayed only singly "" . He mastered all the forms of Chinese poetry : Chou says that in every form he "" either made outstanding advances or contributed outstanding examples "" . Furthermore , his poems use a wide range of registers , from the direct and colloquial to the allusive and self @-@ consciously literary . This variety is manifested even within individual works : Owen identifies the , "" rapid stylistic and thematic shifts "" in poems which enable the poet to represent different facets of a situation , while Chou uses the term "" juxtaposition "" as the major analytical tool in her work . Du Fu is noted for having written more on poetics and painting than any other writer of his time . He wrote eighteen poems on painting alone , more than any other Tang poet . Du Fu 's seemingly negative commentary on the prized horse paintings of Han Gan ignited a controversy that has persisted to the present day . 
","Du Fu's work is notable above all for its range. Yuan Zhen was the first to note the breadth of Du Fu's achievement. Chinese critics traditionally used the term 集大成 ( jídàchéng- "" complete symphony "" )",0.30578512396694213,0.28333333333333327,0.23966942148760328
" The tenor of his work changed as he developed his style and adapted to his surroundings ( "" chameleon @-@ like "" according to Watson ) : his earliest works are in a relatively derivative , courtly style , but he came into his own in the years of the rebellion . Owen comments on the "" grim simplicity "" of the Qinzhou poems , which mirrors the desert landscape ; the works from his Chengdu period are "" light , often finely observed "" ; while the poems from the late Kuizhou period have a "" density and power of vision "" . 
","The tenor of his work changed as he developed his style and adapted to his surroundings ( "" chameleon @-@ like "" according to Watson ) His earliest works are in a relatively derivative, courtly style, but he came into his own in the years of the rebellion.",0.6771653543307087,0.6719999999999999,0.6771653543307087
" Although he wrote in all poetic forms , Du Fu is best known for his lǜshi , a type of poem with strict constraints on form and content , for example : 
","Du Fu is best known for his lǜshi, a type of poem with strict constraints on form and content. Although he wrote in all poetic forms, Du Fu is most known for lǝshi. Du Fu's poem is called ""Lǝshi"" and can be read in English or Chinese.",0.7000000000000002,0.6666666666666666,0.525
" About two thirds of Du Fu 's 1500 extant works are in this form , and he is generally considered to be its leading exponent . His best lǜshi use the parallelisms required by the form to add expressive content rather than as mere technical restrictions . Hawkes comments that , "" it is amazing that Tu Fu is able to use so immensely stylized a form in so natural a manner "" . 
","About two thirds of Du Fu's 1500 extant works are in this form. He is generally considered to be its leading exponent. His best lǜshi use the parallelisms required by the form to add expressive content rather than as mere technical restrictions. Hawkes: ""It is amazing that Tu Fu is able to use so immensely stylized a form in so natural a manner """,0.9774436090225563,0.9465648854961832,0.9774436090225563
,CNN.com will feature iReporter photos in a weekly Travel Snapshots gallery. Please submit your best shots of the U.S. for next week. Visit CNN.com/Travel next Friday for a new gallery of snapshots from around the world. Please share your best photos of the world with CNN iReport.,0.0,0.0,0.0
" = = Influence = = 
", = = Influence = =    =  = = = influence. = = influencing = = influence. =  influence =  influential =   influence.  = influence = influence.= = influence  = Influence. = Influence.,0.15384615384615385,0.0,0.15384615384615385
,CNN.com will feature iReporter photos in a weekly Travel Snapshots gallery. Please submit your best shots of the U.S. for next week. Visit CNN.com/Travel next Friday for a new gallery of snapshots from around the world. Please share your best photos of the world with CNN iReport.,0.0,0.0,0.0
" According to the Encyclopædia Britannica , Du Fu 's writings are considered by many literary critics to be among the greatest of all time , and it states "" his dense , compressed language makes use of all the connotative overtones of a phrase and of all the intonational potentials of the individual word , qualities that no translation can ever reveal . "" 
","Du Fu's writings are considered by many literary critics to be among the greatest of all time. According to the Encyclopædia Britannica, Du Fu's dense, compressed language makes use of all the connotative overtones of a phrase. Du Fu is considered one of the greatest writers of the 20th century.",0.7387387387387387,0.6605504587155963,0.6306306306306305
" In his lifetime and immediately following his death , Du Fu was not greatly appreciated . In part this can be attributed to his stylistic and formal innovations , some of which are still "" considered extremely daring and bizarre by Chinese critics . "" There are few contemporary references to him — only eleven poems from six writers — and these describe him in terms of affection , but not as a paragon of poetic or moral ideals . Du Fu is also poorly represented in contemporary anthologies of poetry . 
","In his lifetime and immediately following his death, Du Fu was not greatly appreciated. In part this can be attributed to his stylistic and formal innovations. There are few contemporary references to him — only eleven poems from six writers. Du Fu is also poorly represented in contemporary anthologies of poetry.",0.7633587786259541,0.7286821705426357,0.7633587786259541
" However , as Hung notes , he "" is the only Chinese poet whose influence grew with time "" , and his works began to increase in popularity in the ninth century . Early positive comments came from Bai Juyi , who praised the moral sentiments of some of Du Fu 's works ( although he found these in only a small fraction of the poems ) , and from Han Yu , who wrote a piece defending Du Fu and Li Bai on aesthetic grounds from attacks made against them . Both these writers showed the influence of Du Fu in their own poetic work . By the beginning of the 10th century , Wei Zhuang constructed the first replica of his thatched cottage in Sichuan . 
","Du Fu is the only Chinese poet whose influence grew with time. His works began to increase in popularity in the ninth century. Early positive comments came from Bai Juyi and Han Yu, who defended Du Fu and Li Bai on aesthetic grounds from attacks made against them.",0.5962732919254659,0.5283018867924528,0.5714285714285714
" It was in the 11th century , during the Northern Song era that Du Fu 's reputation reached its peak . In this period a comprehensive re @-@ evaluation of earlier poets took place , in which Wang Wei , Li Bai and Du Fu came to be regarded as representing respectively the Buddhist , Daoist and Confucian strands of Chinese culture . At the same time , the development of Neo @-@ Confucianism ensured that Du Fu , as its poetic exemplar , occupied the paramount position . Su Shi famously expressed this reasoning when he wrote that Du Fu was "" preeminent ... because ... through all his vicissitudes , he never for the space of a meal forgot his sovereign "" . His influence was helped by his ability to reconcile apparent opposites : political conservatives were attracted by his loyalty to the established order , while political radicals embraced his concern for the poor . Literary conservatives could look to his technical mastery , while literary radicals were inspired by his innovations . Since the establishment of the People 's Republic of China , Du Fu 's loyalty to the state and concern for the poor have been interpreted as embryonic nationalism and socialism , and he has been praised for his use of simple , "" people 's language "" . 
","Du Fu's reputation reached its peak in the 11th century during the Northern Song era. Wang Wei, Li Bai and Du Fu came to be regarded as representing respectively the Buddhist, Daoist and Confucian strands of Chinese culture. At the same time, the development of Neo @-@ ConfUCianism ensured that Du Fu, as its poetic exemplar, was its exemplar.",0.44531249999999994,0.4251968503937008,0.39062499999999994
